,ticker,date,time,title,score
60,AMZN,2024-10-16,08:15AM,Whole cacao business Blue Stripes bags more funding,0.0
61,AMZN,2024-10-16,07:31AM,Prediction: This Will Be Wall Street's First $5 Trillion Stock,0.0
62,AMZN,2024-10-16,05:30AM,Nvidia Will Dominate Big Techs Earnings Season Again,-0.128
63,AMZN,2024-10-16,05:20AM,3 Reasons to Buy Amazon Stock Like There's No Tomorrow,0.25
64,AMZN,2024-10-16,05:15AM,Stock-Split Watch: 3 Unbeatable Tech Stocks That Look Ready to Split,0.3612
65,AMZN,2024-10-15,04:38PM,"Amazon launches AI tools, new capabilities for advertisers",0.1779
66,AMZN,2024-10-15,02:47PM,Jim Cramer Says Its Just a Matter of Time Before Amazon.com (NASDAQ:AMZN) Rebounds,0.0258
67,AMZN,2024-10-15,02:45PM,Amazon ramps up AI chip race,0.1779
68,AMZN,2024-10-15,01:47PM,Amazon Partners with Databricks in Five-Year Deal to Enhance AI Models,0.1779
69,AMZN,2024-10-15,01:45PM,"Final Trades: Amazon, Apollo Global and the IYR",0.1779
70,AMZN,2024-10-15,12:45PM,Amazon strikes AI chip deal with Databricks as it looks to narrow gap with Nvidia,-0.2023
71,AMZN,2024-10-15,12:17PM,Truth Social Stock Jumps as Election Prediction Markets Drift Toward Trump,0.3182
72,AMZN,2024-10-15,12:00PM,"Amazon unboxes advertiser capabilities spanning AI, DSP and insights",0.1779
73,AMZN,2024-10-15,11:57AM,"Google Redesigns Shopping Page With Infinite Scroll, Video",0.0
74,AMZN,2024-10-15,11:29AM,"Google Unveils Redesigned, AI-Powered U.S. Shopping Website",0.0
75,AMZN,2024-10-15,10:12AM,Amazon Ads Launches New AI Tools for Advertisers AI Creative Studio and Audio Generator,0.5574
76,AMZN,2024-10-15,10:00AM,"Amazon Unveils Simplified Product Launch, Optimization, and Measurement Solutions for Full-funnel Performance",0.6124
77,AMZN,2024-10-15,10:00AM,Amazon DSP Announces Next-Generation Ad Tech for Precise Full-funnel Reach and Performance,0.2023
78,AMZN,2024-10-15,09:00AM,Google Shopping is getting an AI upgrade as Alphabet looks to monetize investments,0.0
79,AMZN,2024-10-15,09:00AM,"Amazon Games Launches New World: Aeternum, Now Available for PlayStation 5, Xbox Series XS, and PC",0.1779
80,AMZN,2024-10-15,08:02AM,"Amazon, Databricks Strike Five-Year Deal Around AI Chips",0.0516
81,AMZN,2024-10-15,07:21AM,Will One Amazon Employee Tank the Tech Giant?,0.1779
82,AMZN,2024-10-15,06:59AM,Goldman Sachs analyst revisits Amazon stock price target ahead of earnings,0.1779
83,AMZN,2024-10-15,06:23AM,Google Joins Big Tech's Pivot To Nuclear Energy To Power AI,0.2732
84,AMZN,2024-10-15,06:10AM,2 No-Brainer Warren Buffett Stocks to Buy Right Now,0.0
85,AMZN,2024-10-15,05:55AM,"3 No-Brainer EV Stocks to Buy With $1,000 Right Now",0.0
86,AMZN,2024-10-15,05:15AM,The 4 Kirkland Items I'll Never Buy Again,0.0
87,AMZN,2024-10-15,04:51AM,Prediction: 2 Unstoppable Stocks That Will Beat the S&P 500 Again in 2025,-0.2023
88,AMZN,2024-10-15,04:50AM,3 Unstoppable Stocks to Buy With the Dow at an All-Time High,-0.2023
89,AMZN,2024-10-15,04:45AM,"If I Could Only Buy 2 Stocks in the Last Half of 2024, I'd Pick These",0.0
90,AMZN,2024-10-14,08:30PM,Where Will Etsy Stock Be in 5 Years?,0.0
91,AMZN,2024-10-14,08:17PM,"Prediction: This Fashion Retail Stock Is Down 97% From Its Highs, and It Might Be Acquired Within the Next Year. Here's Why.",0.0
92,AMZN,2024-10-14,08:14PM,Artificial Intelligence (AI) Investors Get Ready for a New IPO,0.6808
93,AMZN,2024-10-14,05:45PM,Amazon (AMZN) Stock Dips While Market Gains: Key Facts,0.4767
94,AMZN,2024-10-14,12:32PM,Salesforce: Prime Big Deal Days falls short outside Amazon,0.1779
95,AMZN,2024-10-14,11:59AM,Holiday beauty event returns to Amazon,0.802
96,AMZN,2024-10-14,11:09AM,Amazon to Deploy AI-Powered Tech to Help Delivery Drivers Find Packages,0.5267
97,AMZN,2024-10-14,09:45AM,Why Amazon (AMZN) is a Top Growth Stock for the Long-Term,0.6249
98,AMZN,2024-10-14,09:00AM,"Amazon.com, Inc. (AMZN) Is a Trending Stock: Facts to Know Before Betting on It",0.0
99,AMZN,2024-10-14,08:21AM,Amazon.com Inc. (AMZN): The E-Commerce and Cloud Powerhouse for the Next Decade,0.0
100,AMZN,2024-10-14,08:00AM,Navigating Market Uncertainty: Intrinsic Value of Amazon.com Inc,0.0
101,AMZN,2024-10-14,07:00AM,Amazon Climate Fund Announces New Investments in Sustainable Innovation,0.5106
102,AMZN,2024-10-14,06:57AM,Amazon will reprise holiday beauty sale,0.802
103,GOOG,2024-10-17,03:54PM,Google Shakes Up Search Leadership Amid Growing Challenges,0.25
104,GOOG,2024-10-17,03:22PM,Google Labs VP Josh Woodward on new AI podcast tool features,0.0
105,GOOG,2024-10-17,02:55PM,Google leadership shakeup: Prabhakar Raghavan assumes role of chief technologist,-0.1531
106,GOOG,2024-10-17,02:23PM,Google replaces executive in charge of Search and advertising,0.0
107,GOOG,2024-10-17,02:08PM,Google shifts Gemini app team to DeepMind,0.0
109,GOOG,2024-10-17,02:04PM,"AAPL, MSFT, or GOOGL: Which Tech Company is the Better Buy this Earnings Season?",0.4404
110,GOOG,2024-10-17,01:12PM,"Amazon, Google Join Nuclear Power Push, Triggering Market Surge",0.4404
111,GOOG,2024-10-17,12:00PM,"Google's NotebookLM now lets you guide AI-generated audio conversations, launches business pilot",0.0
112,GOOG,2024-10-17,11:42AM,"Google and Apple's exclusive search engine deal could be on the DOJ's chopping block, analysts say",-0.34
113,GOOG,2024-10-17,10:34AM,"A key search deal between Apple and Google faces a big risk, analysts say",-0.2732
114,GOOG,2024-10-17,10:32AM,Google Flights adds a cheapest tab in a huge assist to bargain hunters everywhere,0.4767
115,GOOG,2024-10-17,09:54AM,First US auction of nature-based carbon credits scheduled for early 2025,0.3612
116,GOOG,2024-10-17,09:00AM,This Analyst Predicted AI Will Crush Alphabet (GOOG) Search Business  Was He Right?,-0.1531
117,GOOG,2024-10-17,08:21AM,Google restores crypto price charts after brief suspension,0.296
118,GOOG,2024-10-17,08:15AM,Alphabet Is Cheaper Than the S&P 500 Right Now. It's Time for Investors to Load Up.,0.0
120,GOOG,2024-10-17,07:25AM,Alphabet price target raised to $220 from $196 at Truist,0.0
121,GOOG,2024-10-17,07:00AM,Google overhauls Shopping platform with AI for more personalization,0.0
122,GOOG,2024-10-17,06:05AM,The AI stock surge signals investors will be patient for profit: Morning Brief,0.4404
123,GOOG,2024-10-17,03:51AM,Alphabet Inc. (GOOGL): Most Promising Future Stock According to Analysts,0.4576
124,GOOG,2024-10-16,09:45PM,"Author Alok Sama on OpenAI, Bubbles, and When to Sell",0.0
125,GOOG,2024-10-16,09:33PM,Power Demand from Data Centers Keeping Coal-Fired Plants Online,-0.128
126,GOOG,2024-10-16,09:07PM,Analyst delivers startling Apple warning amid Google antitrust case,-0.2732
127,GOOG,2024-10-16,07:17PM,Amazon takes surprising tactic to solve a growing problem,0.3818
128,GOOG,2024-10-16,06:53PM,"Election cybersecurity, AI in healthcare: Asking for a Trend",0.0
129,GOOG,2024-10-16,06:43PM,Kairos Power CEO expands upon nuclear commitment with Google,0.4588
130,GOOG,2024-10-16,06:11PM,These Mag 7 giants continue to invest even more in AI: Chart,0.0
131,GOOG,2024-10-16,05:31PM,"Justice Department will very likely kill Googles billion-dollar deal to be the default search engine on iPhones, Jefferies predicts",-0.3774
132,GOOG,2024-10-16,05:09PM,Amazon invests $500M to go nuclear after Microsoft and Google,0.1779
133,GOOG,2024-10-16,04:13PM,"Amazon Goes Nuclear, Sending IBD's Stock Of The Day Skyward",0.1779
134,GOOG,2024-10-16,03:45PM,Nvidia is set to dominate another Big Tech earnings season,-0.128
136,GOOG,2024-10-16,03:23PM,Jim Cramer on Alphabet Inc. (GOOGL): The Stocks A Comeback Kid And I Am So Glad We Own Some For The Charitable Trust,0.8516
137,GOOG,2024-10-16,03:18PM,NuScale Power and Oklo Surge 33% as Amazon and Google Go All-In on Nuclear Energy,0.4215
138,GOOG,2024-10-16,03:18PM,"Apple Faces Potential Google Income Loss Amid Antitrust Action, Says Jefferies",-0.3182
139,GOOG,2024-10-16,02:45PM,How to gain 'Magnificent Seven' exposure through ETFs,0.8074
140,GOOG,2024-10-16,02:40PM,"Amazon, Google tap into nuclear power to fuel data centers and AI push",0.1779
141,GOOG,2024-10-16,02:22PM,The Future of Cars and Search,0.0
142,GOOG,2024-10-16,02:17PM,"Why Cameco, Denison Mines, and Energy Fuels Stocks All Popped on Wednesday",0.2732
143,GOOG,2024-10-16,01:57PM,Amazon and Google Nuclear Deals Point to a Promising New Group of Stocks,0.5267
144,GOOG,2024-10-16,01:29PM,What's the Government Got Against Google?,0.0
145,GOOG,2024-10-16,12:07PM,"Amazon signs nuclear power deals, following Google, Microsoft",0.1779
146,GOOG,2024-10-16,12:05PM,Amazon is joining Google and Microsoft in going big on nuclear power,0.1779
147,GOOG,2024-10-16,11:49AM,Kairos Power CEO on nuclear power deal with Google,0.0
148,GOOG,2024-10-16,11:48AM,Amazon Adds to Big Tech's Nuclear Push,0.1779
149,GOOG,2024-10-16,11:21AM,Amazon Continues Push to Add More Nuclear Energy With 2 New Deals,0.4728
150,GOOG,2024-10-16,10:47AM,"Ken Griffin, Amazon Invest in Next-Generation Nuclear Energy",0.4215
151,GOOG,2024-10-16,09:36AM,Is Alphabet Inc. (GOOG) the Best Internet Content Stock to Buy?,0.6369
152,GOOG,2024-10-16,09:25AM,Is Alphabet Inc. (GOOGL) the Best High Growth NASDAQ Stock That is Profitable in 2024?,0.8658
153,GOOG,2024-10-16,09:19AM,Jim Cramer Says Alphabet (GOOG) Google Search is Most Incredible Bargain in the World,0.2682
154,GOOG,2024-10-16,08:49AM,"Amazon, Google make dueling nuclear investments to power data centers with clean energy",0.6705
155,GOOG,2024-10-16,07:31AM,Prediction: This Will Be Wall Street's First $5 Trillion Stock,0.0
156,GOOG,2024-10-16,06:45AM,The Best Robotaxi Stock to Buy Now (Hint: Not Tesla),0.6369
157,GOOG,2024-10-16,05:41AM,2 No-Brainer Artificial Intelligence (AI) Stocks to Buy With $600 Right Now,0.4767
158,GOOG,2024-10-16,05:30AM,Nvidia Will Dominate Big Techs Earnings Season Again,-0.128
159,GOOG,2024-10-16,04:47AM,Over 20% of Billionaire Bill Ackman's Portfolio Is Invested in This Artificial Intelligence (AI) Stock -- and Wall Street Thinks It Will Soar More Than 20%,0.4767
160,GOOG,2024-10-16,03:00AM,4 Internet Stocks to Buy Before Earnings,0.0
161,GOOG,2024-10-15,07:05PM,Googles Nuclear Deal Points to a Promising New Group of Stocks,0.4019
162,GOOG,2024-10-15,06:40PM,Trump Says He Wont Break Up Google,0.0
163,GOOG,2024-10-15,05:25PM,Trump Defends Tariff Plan While Pressing for More Fed Influence,0.0
164,GOOG,2024-10-15,04:13PM,Google signed a deal to power data centers with nuclear micro-reactors from Kairos  but the 2030 timeline is very optimistic,0.5251
165,GOOG,2024-10-15,03:08PM,Tesla Fails To Justify The Robotaxi Hype With Concrete Figures,-0.4215
166,GOOG,2024-10-15,02:49PM,Startup that wants to be the eBay for AI data taps Google vets and a top IP lawyer for key roles,0.2023
167,GOOG,2024-10-15,02:04PM,"OpenAIs lead over other AI companies has largely vanished, State of AI report finds",0.0
168,GOOG,2024-10-15,01:17PM,Google Parent Alphabet Should Trade At A Premium Versus Peers: Analyst,0.0
169,GOOG,2024-10-15,01:05PM,Google supercharges Shopping tab with AI and personalized recommendation feed,0.0
170,GOOG,2024-10-15,01:01PM,Yacktman Fund's Strategic Moves: A Deep Dive into Alphabet Inc's Impact,0.0
171,GOOG,2024-10-15,12:01PM,Yacktman Focused Fund's Strategic Moves: A Deep Dive into Alphabet Inc's Impact,0.3818
172,GOOG,2024-10-15,11:57AM,"Google Redesigns Shopping Page With Infinite Scroll, Video",0.0
173,GOOG,2024-10-15,11:51AM,Sam Altman-backed Oklo reacts to Google's nuclear energy deal,0.2732
174,GOOG,2024-10-15,11:29AM,"Google Unveils Redesigned, AI-Powered U.S. Shopping Website",0.0
175,GOOG,2024-10-15,11:09AM,Google signs deal with nuclear power startup Kairos Power,0.0
176,GOOG,2024-10-15,11:05AM,Google will help build seven nuclear reactors to power its AI systems,0.4019
177,GOOG,2024-10-15,10:21AM,Google Is Kickstarting the Era of AI Shopping,0.0
178,GOOG,2024-10-15,09:05AM,Alphabet Goes Nuclear. Is Google Stock A Buy Or Sell?,0.0
179,GOOG,2024-10-15,09:00AM,Google Shopping is getting an AI upgrade as Alphabet looks to monetize investments,0.0
180,GOOG,2024-10-15,08:55AM,Italy in talks with Google over bases for submarine network in Sicily,0.0
181,GOOG,2024-10-15,08:45AM,Nvidia's 84% Expected Profit Growth Looms Large In S&P 500,0.5994
182,GOOG,2024-10-15,08:30AM,Here's Why 2 Artificial Intelligence (AI) Stocks Slumped Recently. Time to Buy the Dip?,0.4767
183,GOOG,2024-10-15,08:02AM,Google is going nuclear to power AI,0.0
184,GOOG,2024-10-15,07:58AM,5 Things to Know Before the Stock Market Opens,0.0
185,GOOG,2024-10-15,06:57AM,"Nvidia Rally Has Legs. Why It Can Defy China Fears, Rival AI Chips and 5 Other Things to Know Today.",-0.4215
186,GOOG,2024-10-15,06:23AM,Google Joins Big Tech's Pivot To Nuclear Energy To Power AI,0.2732
187,GOOG,2024-10-15,06:21AM,Is Tesla losing the robotaxi race?,-0.3818
188,GOOG,2024-10-15,04:54AM,Google signs deal with Kairos for 500MW nuclear projects by 2035,0.0
189,GOOG,2024-10-14,06:57PM,"Google Bets Big on Nuclear, Inks Deal with Kairos Power for 500-MW SMR Fleet to Power Data Centers",0.0
190,GOOG,2024-10-14,06:44PM,Why NuScale Power Stock Was a Winner Today,0.5859
191,GOOG,2024-10-14,05:45PM,Alphabet Inc. (GOOG) Beats Stock Market Upswing: What Investors Need to Know,0.0
192,GOOG,2024-10-14,05:23PM,Nvidia and other chip stocks surge with no sign of AI spending slowdown  for now,-0.296
193,GOOG,2024-10-14,05:17PM,S&P 500 Gains and Losses Today: AI Plays Help Lift Index to Record Close,0.5267
194,GOOG,2024-10-14,05:11PM,Google Goes Nuclear to Power Its AI Ambitions,0.0
195,GOOG,2024-10-14,04:22PM,Google to back building of nuclear reactors for data centers,0.0
196,GOOG,2024-10-14,04:22PM,Nvidia Stock Hits Record Closing High on Growing Optimism About AI Demand,0.5719
197,GOOG,2024-10-14,04:05PM,Google announces nuclear energy partnership with Kairos Power,0.2732
198,GOOG,2024-10-14,03:51PM,"Google's Rising Capex May Hit Q4 Earnings, but AI Remains a Bright Spot, Says Baird",0.5927
199,GOOG,2024-10-14,03:07PM,"DOJ Targets Google for Antitrust Violations, Proposes Breakup of Search Giant",-0.5267
200,GOOG,2024-10-14,03:06PM,Google orders small modular nuclear reactors for its data centres,0.0
201,GOOG,2024-10-14,03:03PM,Google to buy power for AI needs from small modular nuclear reactor company Kairos,0.0
202,GOOG,2024-10-14,03:02PM,Alphabet Inc. (GOOGL): Most Promising Growth Stock According to Hedge Funds,0.707
203,GOOG,2024-10-14,01:39PM,Watch These Uber Price Levels as Stock Near Record High After Tesla's Robotaxi Reveal,0.0
204,GOOG,2024-10-14,09:04AM,Former SEC Chair Jay Clayton: I'm not in favor of a potential breakup of Google,-0.3089
205,GOOG,2024-10-14,08:55AM,Alphabet Inc. (GOOG): A Top Holding in George Soross Portfolio,0.2023
206,AAPL,2024-10-17,04:30PM,TSMC Shares Reach Record High After AI Boom Brightens Forecast,0.5859
207,AAPL,2024-10-17,03:33PM,Affirm stock tumbles on Klarna Apple Pay deal,-0.1027
208,AAPL,2024-10-17,03:27PM,Apple Introduces Business Caller ID to Enhance User Privacy and Block Spam,-0.6597
209,AAPL,2024-10-17,02:00PM,Donald Trump says Tim Cook is a better Apple CEO than Steve Jobs,0.4404
210,AAPL,2024-10-17,03:13PM,SEC X Accounts Alleged Hacker Arrested Over Fake Bitcoin ETF Post,-0.7351
212,AAPL,2024-10-17,02:04PM,"AAPL, MSFT, or GOOGL: Which Tech Company is the Better Buy this Earnings Season?",0.4404
213,AAPL,2024-10-17,01:33PM,"Apple's 3nm Push Boosts Taiwan Semi's Q3, AI Revenue Set To Triple: Analyst",0.3182
214,AAPL,2024-10-17,01:28PM,Nvidia Stock Hits Another Record High as AI Chip Excitement Returns,0.4939
215,AAPL,2024-10-17,11:54AM,Chip stocks rally as TSMC forecasts strong AI demand for 'many years',0.4215
216,AAPL,2024-10-17,11:42AM,"Google and Apple's exclusive search engine deal could be on the DOJ's chopping block, analysts say",-0.34
217,AAPL,2024-10-17,11:19AM,It turns out Apple was in cahoots with BYD on its secretive electric car project,0.0
218,AAPL,2024-10-17,11:02AM,"Apple and BYD, Nestlé guidance, CSX revenue: Stocks in Focus",0.0
219,AAPL,2024-10-17,10:34AM,"A key search deal between Apple and Google faces a big risk, analysts say",-0.2732
220,AAPL,2024-10-17,09:21AM,Apple's changing of the guard: Here's what to know,0.0
221,AAPL,2024-10-17,09:08AM,Analyst Says Apple (AAPL) iPhone 16 Base Model Demand is Weak,-0.5267
223,AAPL,2024-10-17,09:00AM,"Apple Updates the iPad Mini, Apple Intelligence and Device Support, A Different Way to Think About Apple Intelligence",0.836
224,AAPL,2024-10-17,07:25AM,"Citi cuts Qualcomm target, opens Negative Catalyst Watch",-0.7096
225,AAPL,2024-10-17,06:05AM,The AI stock surge signals investors will be patient for profit: Morning Brief,0.4404
226,AAPL,2024-10-17,05:50AM,Billionaire Ken Griffin's Top 3 Artificial Intelligence (AI) Stocks: Are They Buys Now?,0.5994
227,AAPL,2024-10-17,05:36AM,"Meet The Low-Cost Vanguard ETF That Has 20% Of Its Holdings in Nvidia, Broadcom, and AMD",0.0
228,AAPL,2024-10-16,09:07PM,Analyst delivers startling Apple warning amid Google antitrust case,-0.2732
229,AAPL,2024-10-16,07:14PM,"With Apple Business Connect, businesses of all sizes can Create a Brand that appears to over 1 Billion Apple users",0.2732
230,AAPL,2024-10-16,06:03PM,Apple Secretly Worked With Chinas BYD on Long-Range EV Battery,0.0
231,AAPL,2024-10-16,05:31PM,"Justice Department will very likely kill Googles billion-dollar deal to be the default search engine on iPhones, Jefferies predicts",-0.3774
232,AAPL,2024-10-16,04:02PM,Apples Chief People Officer to Exit After Less Than Two Years,0.0
233,AAPL,2024-10-16,03:18PM,"Apple Faces Potential Google Income Loss Amid Antitrust Action, Says Jefferies",-0.3182
234,AAPL,2024-10-16,03:16PM,"Jim Cramer On Apple Inc. (AAPL): I Always Say Own it, Dont Trade It",0.0
235,AAPL,2024-10-16,02:45PM,How to gain 'Magnificent Seven' exposure through ETFs,0.8074
236,AAPL,2024-10-16,02:22PM,The Future of Cars and Search,0.0
237,AAPL,2024-10-16,01:50PM,TSMC is making chips for Apple in the U.S.,0.0
239,AAPL,2024-10-16,01:44PM,Is Your Smartwatch Boosting Med Tech Stocks?,0.34
240,AAPL,2024-10-16,01:01PM,"Semiconductor Earnings Are Coming. 1 Stock to Buy, According to an Analyst.",0.0
241,AAPL,2024-10-16,01:00PM,Apple's iPad Mini gets AI upgrade thanks to A17 chip,0.4404
242,AAPL,2024-10-16,11:23AM,2 Millionaire-Maker Technology Stocks,0.0
243,AAPL,2024-10-16,10:29AM,Is Apple Inc. (AAPL) the Best Stock In Buffett Stock Portfolio?,0.6369
244,AAPL,2024-10-16,10:15AM,Prediction: This Will Be the Best Stock in the Dow Jones Next Year,0.6369
245,AAPL,2024-10-16,10:10AM,Warren Buffett Stocks: What's Inside Berkshire Hathaway's Portfolio?,0.0
246,AAPL,2024-10-16,09:46AM,Analyst unveils bold Nasdaq 100 target after record-setting rally,0.3818
247,AAPL,2024-10-16,09:36AM,Is Apple Inc. (AAPL) the Best Internet Content Stock to Buy?,0.6369
248,AAPL,2024-10-16,09:30AM,Watch These Apple Price Levels as Stock Trades Near Record High,0.0
249,AAPL,2024-10-16,09:14AM,"One of the benefits of this iPhone cycle is the 'staged effect', says Deepwater's Gene Munster",0.3818
250,AAPL,2024-10-16,07:31AM,Prediction: This Will Be Wall Street's First $5 Trillion Stock,0.0
251,AAPL,2024-10-16,07:05AM,An AI Robot Trader Dumped AI Chip King Nvidia. What It Picked Instead.,-0.4019
252,AAPL,2024-10-16,05:30AM,Nvidia Will Dominate Big Techs Earnings Season Again,-0.128
253,AAPL,2024-10-16,05:15AM,Stock-Split Watch: 3 Unbeatable Tech Stocks That Look Ready to Split,0.3612
254,AAPL,2024-10-16,05:00AM,Apple is losing to Huawei in China. Here's why,-0.3818
255,AAPL,2024-10-16,05:00AM,Apple is losing out to Huawei in China. Here's why,-0.3818
256,AAPL,2024-10-15,10:47PM,Largan reportedly to address iPhone 16 shipment concerns at October 17 earnings call,0.0
257,AAPL,2024-10-15,05:03PM,How to Have the Most Challenging Financial Conversations in Our Lives,0.2247
258,AAPL,2024-10-15,04:33PM,Apple Stock Closes Just Shy of a Record High. The iPhone Outlook Might Be Shifting.,-0.25
259,AAPL,2024-10-15,04:03PM,Apple Stock Rises to Fresh Record as Company Announces New iPad Mini,0.3182
260,AAPL,2024-10-15,03:01PM,Apple Stock Is on the Cusp of a Record High. The iPhone Outlook Might Be Shifting.,0.0
261,AAPL,2024-10-15,02:50PM,Jim Cramer Acknowledges Apple Inc (NASDAQ:AAPL) is Facing Near-Term Headwinds,0.0
